name,cloud,parent,type,id
WOMS3_ML7000 - 51ac6a52 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,51ac6a52-175a-46b4-813a-d990e3e32aa6
VD1-azure - 97257a70 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,97257a70-7bd6-449b-bf88-4121d2925b4a
Armstrong - a8051c92 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,a8051c92-2937-44b0-a0b2-12453afa4a3c
SI2_2S0000 - a187b4e6 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,a187b4e6-5a61-49c1-aa6f-1a8a567632c6
WMXi40 - c3dd8a7b (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,c3dd8a7b-effa-4e11-bd85-fefd99074de2
S360_Azure - 707fcb1f (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,707fcb1f-32c6-40b9-bd10-0fe027d565ab
WMX_Azure01 - 669084b1 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,669084b1-7255-4f84-80b3-74bf9518b158
AZRWHQGPMQ - a748e1d9 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,a748e1d9-c9ea-47ef-9865-4e0f29df50b5
AZRWHQGPMD - dae72ce3 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,dae72ce3-afcc-46ad-9925-06928484b4aa
AZRWHQEDAP - c6bb3b6a (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,c6bb3b6a-11c7-4dcc-a139-2556007fde62
WSD-SSOT - 185eedc7 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,185eedc7-5b46-4c47-9d27-2a9d22da80e8
AZRWHQWiLESSBGQ - 51026b69 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,51026b69-eeac-4fcf-b368-1e0d44080f47
R360WT - ed7216af (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,ed7216af-e52d-4c2d-9655-6fa3451e5ac0
AZRWHQAdminPortalQ - bb3765bd (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,bb3765bd-9290-4664-8be9-5d00cc984f3a
AZRWHQAdminPortalD - 39e2a33b (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,39e2a33b-b714-472e-b610-0ec177dda160
AZRWHQAdminPortalP - 012c7b2a (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,012c7b2a-9ee2-4ccf-b1fe-0848df438c93
AZRWHQWWSPDBD - 377f8604 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,377f8604-6ec2-4283-ac46-35e718267e52
Azure 订阅 1 - 68d32f91 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,68d32f91-dff7-443e-9ee4-25e4188d2e04
AZRWHQWWSPDBQ - 566f7d5a (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,566f7d5a-12c2-4fad-a778-18667c13ae17
AZRWHQWWSPDBP - cfc0621e (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,cfc0621e-bdff-4375-b005-eeb0d3e14507
AZRWHQHRDXPZQ - d7e447f8 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,d7e447f8-5f74-486c-9664-d5aef822c8ba
AZRWHQEDAQ - 426f5dc4 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,426f5dc4-9c25-4cb6-9a74-82662589705a
AZRWHQeproP - 82647745 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,82647745-5d21-475a-a68c-3c60c279ca02
AZRWHQeproQ - ae66d199 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,ae66d199-921d-407f-a1fa-420c82590685
AZRWHQeproD - 0f2d6771 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,0f2d6771-295b-494d-952c-b3ceb85df946
AZRWHQAPIMP - 20447853 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,20447853-e354-4f9b-a868-9ea8b790d13a
AZRWHQWelfareQ - 17f78706 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,17f78706-8546-43df-a8ef-8373fb2c64a0
AZRWHQWelfareD - 692f1fa3 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,692f1fa3-8d21-40ae-84b6-b7b857cbceb6
AZRWHQHRDXP - 289151c2 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,289151c2-0ca6-4ebe-afae-3f97d09198ba
AZRWHQCIMQ - 618aa6c9 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,618aa6c9-e55f-43ee-96c8-c4ede252a7f0
AZRWHQHRDXPZP - 3f8c7719 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,3f8c7719-75ba-40af-b873-bdfa1ec08210
AZRWHQGPMP - c22c3108 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,c22c3108-6e52-4af9-bac2-496859e13aff
AZRWHQHRDXPZD - 8d539684 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,8d539684-bce2-41a0-9fdf-5541258161d0
VD0_FW - a3a07cdf (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,a3a07cdf-d288-4ef3-ad5d-2a3fcc94fd0e
AZRWHQWelfareP - 4711b573 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,4711b573-7db0-4852-8049-63843767d8fc
AZRWHQWiLESSBGD - c039b341 (Wistron Corp.),azure,de0795e0-d7c0-4eeb-b9bb-bc94d8980d3b,account,c039b341-7601-4f02-865f-1f4428042eb5
Medtechdatai.com,gcp,9.47231E+11,organization,9.47231E+11
digitalpathology-315501 - 449797272158,gcp,9.47231E+11,account,digitalpathology-315501
aimodels-168 - 362022569851,gcp,9.47231E+11,account,aimodels-168
h365-305309 - 911503905436,gcp,9.47231E+11,account,h365-305309
wmt-env-77341 - 359711413332,gcp,9.47231E+11,account,wmt-env-77341
icu-dashboard-319601 - 920487013560,gcp,9.47231E+11,account,icu-dashboard-319601
commonmodule-314805 - 47646230255,gcp,9.47231E+11,account,commonmodule-314805
kdams-306501 - 482178999124,gcp,9.47231E+11,account,kdams-306501
vghks-phase1-20210922 - 848310815017,gcp,9.47231E+11,account,vghks-phase1-20210922
pcc-vghtpe - 1085355194284,gcp,9.47231E+11,account,pcc-vghtpe
eda-poc-341303,gcp,,masterServiceAccount,eda-poc-341303
Angleasy,gcp,,masterServiceAccount,angleasy
app4gym-305301,gcp,,masterServiceAccount,app4gym-305301
iVogue II,gcp,,masterServiceAccount,sixth-vine-319702
vaima-310508,gcp,,masterServiceAccount,vaima-310508
Wistron-PD-WiWall,aws,,account,3.6271E+11
wistron-ev-charger,aws,,account,7.51895E+11
Wisron-8SU-ICT,aws,,account,4.12972E+11
wmt-wicc-kmsh,aws,,account,7.21739E+11
Wistron-VDA-Gitlab,aws,,account,3.99486E+11
Wistron-VDA-Dev,aws,,account,9.85242E+11
Wistron-VD1300-PRD,aws,,account,6.37046E+11
Wistron-VD2-MED-DATA,aws,,account,5.25156E+11
wistron_pd_ara,aws,,account,9.90565E+11
IT-POC_02,aws,,account,8.36428E+11
wistron-ns,aws,,account,6.56753E+11
wistron-VDA-winerve2npi_sit,aws,,account,9.69797E+11
wistron_cto_wisleep_mc,aws,,account,1.86587E+11
wistron-cto-wisleep,aws,,account,9.30964E+11
AWS-Wistron-Portal,aws,,account,3833415136
Wistron IT_adm,aws,,account,4.42304E+11
wistron-vcc-viyage,aws,,account,7.80931E+11
wistron_cto_wisleep_ey,aws,,account,1.85668E+11
wistron_esg_portal,aws,,account,6.54464E+11
Wistron-VDA-winerve2npi,aws,,account,4.24402E+11
Wistron-WMT-website,aws,,account,5.43628E+11
